,id,some_number
1882,1916,24
1883,2319,9
1884,2273,10
1885,2123,4
1886,2273,3
1887,953,6
1888,2326,15
1889,2326,0
1890,2319,0
1891,2123,413
1892,1585,9
1893,2326,15
1894,2319,3
1895,2326,68
1896,2326,352
1897,1572,15
1898,2326,0
1899,2319,3
1900,2319,0
1901,2319,9
1902,1966,4
1903,2326,15
1904,1916,20
1905,1913,20
1906,2326,385
1907,2326,164
1908,1913,0
1909,1916,0
1910,2326,15
1911,2319,9
1912,1999,0
1913,2319,3
1914,1916,0
1915,2319,3
1916,1585,4
1917,2319,0
1918,2326,27
1919,2326,15
1920,2734,0
1921,2326,15
1922,2326,15
1923,1913,0
1924,2326,15
1925,2319,0
1926,1913,0
1927,2319,22
1928,2319,9
1929,2326,15
1930,1913,0
1931,2326,15
1932,2319,3
1933,953,0
1934,1913,0
1935,1913,0
1936,1913,0
1937,1908,9
1938,1572,17
1939,2326,379
1940,2319,3
1941,2326,27
1942,2319,3
1943,2326,15
1944,2319,24
1945,2319,3
1946,2273,22
1947,2326,27
1948,2326,15
1949,2734,0
1950,1585,14
1951,2273,3
1952,2319,0
1953,120,410
1954,1585,9
1955,1913,0
1956,1913,0
1957,2326,15
1958,2326,15
1959,2273,22
1960,1585,3
1961,2319,3
1962,2319,3
1963,1966,9
1964,2319,24
1965,1913,0
1966,2097,10
1967,2319,107
1968,1916,0
1969,2326,106
1970,72,6
1971,1916,20
1972,2536,0
1973,1572,15
1974,2319,0
1975,2326,15
1976,2326,15
1977,2319,24
1978,2097,10
1979,1916,0
1980,2326,15
1981,2319,0
1982,1908,9
1983,2319,24
1984,2326,380
1985,2326,27
1986,2326,212
1987,2326,15
1988,2205,15
1989,1908,9
1990,2205,15
1991,2326,15
1992,1908,72
1993,2205,15
1994,2205,15
1995,1916,202
1996,2205,15
1997,2319,0
1998,1966,120
1999,1585,4
2000,2326,15
2001,2205,15
2002,1966,84
2003,2319,24
2004,953,0
2005,1999,0
2006,1966,52
2007,2326,15
2008,1585,20
2009,1572,15
2010,2326,381
2011,2319,0
2012,953,109
2013,72,6
2014,1908,9
2015,2319,3
2016,2326,27
2017,2319,9
2018,72,6
2019,2837,242
2020,2319,0
2021,2326,15
2022,2319,0
2023,2205,414
2024,2319,0
2025,2319,0
2026,1966,0
2027,2326,15
2028,2326,41
2029,1908,10
2030,2205,0
2031,1999,0
2032,1585,3
2033,2326,0
2034,2319,0
2035,2326,270
2036,1908,10
2037,2205,414
2038,2097,10
2039,2326,15
2040,2319,0
2041,2326,15
2042,2319,3
2043,2319,0
2044,2319,0
2045,2205,414
2046,2326,27
2047,2326,15
2048,1913,0
2049,2319,0
2050,1916,220
2051,1585,14
2052,2326,15
2053,1913,0
2054,1913,0
2055,1913,0
2056,2837,0
2057,1913,0
2058,2319,3
2059,1572,15
2060,2319,0
2061,2319,3
2062,1916,0
2063,2326,400
2064,2326,15
2065,1913,0
2066,2326,27
2067,2326,15
2068,1572,17
2069,1585,14
2070,2326,15
2071,2326,15
2072,2319,0
2073,1908,0
2074,1802,27
2075,120,415
2076,1916,0
2077,2326,305
2078,2097,75
2079,2326,15
2080,1913,20
2081,1529,272
2082,2319,3
2083,1916,20
2084,2205,15
2085,2319,0
2086,72,6
2087,1773,55
2088,2319,0
2089,2319,24
2090,2319,24
2091,2326,348
2092,2326,15
2093,2326,15
2094,1916,181
2095,2319,0
2096,2326,27
2097,2326,27
2098,2326,15
2099,2319,3
2100,772,9
2101,2205,43
2102,2319,24
2103,772,9
2104,2326,15
2105,2319,0
2106,120,410
2107,772,9
2108,2319,24
2109,2536,0
2110,1913,20
2111,2273,3
2112,1908,106
2113,2319,0
2114,2319,0
2115,1905,416
2116,1916,24
2117,2097,0
2118,1913,0
2119,2326,0
2120,2326,15
2121,2319,3
2122,1916,22
2123,2326,361
2124,2326,15
2125,1529,0
2126,2205,15
2127,2319,0
2128,2319,22
2129,1908,9
2130,1773,19
2131,2326,15
2132,2319,3
2133,2326,27
2134,1913,0
2135,2319,3
2136,2319,3
2137,1913,0
2138,1585,24
2139,1916,0
2140,2319,0
2141,1913,20
2142,2205,414
2143,1913,0
2144,2205,414
2145,2326,15
2146,2319,0
2147,1999,22
2148,1913,0
2149,2326,365
2150,1572,15
2151,2319,0
2152,1916,0
2153,2326,15
2154,2326,15
2155,2273,3
2156,2319,0
2157,2326,15
2158,2326,27
2159,1916,20
2160,1482,292
2161,120,407
2162,1916,3
2163,380,417
2164,2326,0
2165,2734,0
2166,2326,27
2167,953,0
2168,2319,64
2169,1572,17
2170,1913,0
2171,2326,15
2172,2326,349
2173,1913,0
2174,2319,9
2175,953,20
2176,1908,9
2177,2319,9
2178,2326,15
2179,2326,366
2180,2326,27
2181,1999,22
2182,953,0
2183,1916,0
2184,2319,3
2185,2326,15
2186,2326,15
2187,2326,15
2188,1913,20
2189,1916,205
2190,2326,15
2191,2319,0
2192,2319,0
2193,2734,0
2194,2097,25
2195,2319,3
2196,2273,20
2197,1916,24
2198,1913,0
2199,2326,15
2200,2319,0
2201,1913,0
2202,1913,0
2203,1966,4
2204,953,109
2205,2319,0
2206,2319,9
2207,1913,0
2208,2319,0
2209,2319,0
2210,2319,0
2211,2326,15
2212,2326,15
2213,2319,9
2214,2837,0
2215,72,51
2216,1916,24
2217,1913,0
2218,2319,3
2219,1773,418
2220,2393,39
2221,2326,0
2222,1916,3
2223,1913,0
2224,953,109
2225,1966,4
2226,2319,3
2227,2326,15
2228,1913,0
2229,1916,24
2230,2326,27
2231,2273,20
2232,1908,15
2233,2319,3
2234,2326,15
2235,2319,3
2236,2319,0
2237,2319,3
2238,2326,400
2239,2319,9
2240,2319,24
2241,1913,0
2242,1572,17
2243,2326,15
2244,2326,27
2245,1913,20
2246,2326,15
2247,2319,0
2248,953,0
2249,1916,24
2250,2326,15
2251,2319,0
2252,1916,3
2253,2734,0
2254,2326,371
2255,2326,352
2256,1916,20
2257,2326,15
2258,2319,0
2259,1916,0
2260,2319,3
2261,2326,27
2262,2326,22
2263,2326,15
2264,2326,15
2265,2326,15
2266,2326,15
2267,1572,15
2268,953,6
2269,2326,15
2270,2326,15
2271,2319,0
2272,2319,0
2273,1916,24
2274,2273,10
2275,2319,3
2276,2326,15
2277,2319,0
2278,2734,0
2279,120,415
2280,2326,27
2281,1916,107
2282,2326,348
2283,2734,0
2284,2734,0
2285,1585,4
2286,953,109
2287,2326,372
2288,953,109
2289,2326,15
2290,1908,9
2291,2326,15
2292,1908,9
2293,1916,17
2294,2319,3
2295,1585,14
2296,1933,0
2297,2319,0
2298,2319,0
2299,2319,0
2300,2319,3
2301,2326,15
2302,1802,27
2303,2319,3
2304,1913,10
2305,1916,107
2306,2319,3
2307,2326,15
2308,2536,0
2309,2243,15
2310,2319,0
2311,1916,3
2312,2097,39
2313,2326,15
2314,953,109
2315,1916,24
2316,1933,9
2317,2326,373
2318,2326,15
2319,953,109
2320,2319,9
2321,2326,15
2322,1916,24
2323,2319,0
2324,1913,10
2325,2326,349
2326,2319,0
2327,2326,15
2328,1773,107
2329,2319,9
2330,120,410
2331,2319,24
2332,2326,15
2333,2393,26
2334,1984,24
2335,2326,15
2336,1916,20
2337,2326,27
2338,2326,27
2339,2319,3
2340,2319,0
2341,1913,0
2342,2319,3
2343,1585,20
2344,1585,14
2345,2326,376
2346,2319,24
2347,2319,0
2348,2326,27
2349,2326,201
2350,2326,26
2351,2273,10
2352,1913,0
2353,2734,0
2354,1999,0
2355,2326,10
2356,2326,15
2357,1933,419
2358,2319,3
2359,2319,0
2360,1984,0
2361,1984,0
2362,2326,15
2363,2319,24
2364,2319,9
2365,2734,0
2366,2319,24
2367,2326,15
2368,2326,15
2369,2319,24
2370,2326,15
2371,2326,15
2372,1916,0
2373,2326,351
2374,1585,4
2375,1916,22
2376,1916,0
2377,2326,15
2378,2319,3
2379,1908,10
2380,953,20
2381,2326,15
2382,2319,0
2383,2273,10
2384,2097,0
2385,2319,3
2386,1572,15
2387,2326,212
2388,2319,0
2389,1966,4
2390,2326,15
2391,2319,3
2392,1529,15
2393,2097,10
2394,2326,0
2395,2319,3
2396,2243,15
2397,1966,4
2398,1585,39
2399,2319,0
2400,2319,0
2401,2326,15
2402,2326,0
2403,2734,0
2404,2097,9
2405,1933,0
2406,1916,0
2407,1933,420
2408,2326,0
2409,2326,15
2410,2326,15
2411,1585,14
2412,2326,15
2413,1585,9
2414,1916,24
2415,2326,15
2416,1572,17
2417,2326,15
2418,1529,10
2419,2319,0
2420,2319,9
2421,2326,27
2422,1585,14
2423,2326,15
2424,2319,9
2425,2326,62
2426,2734,0
2427,2326,15
2428,1773,27
2429,2319,0
2430,2319,0
2431,953,421
2432,1999,22
2433,953,0
2434,1966,0
2435,2326,22
2436,2326,15
2437,2734,0
2438,1916,0
2439,2326,380
2440,1908,10
2441,2097,103
2442,2319,0
2443,953,0
2444,2326,15
2445,953,109
2446,2326,15
2447,2319,3
2448,2273,20
2449,2326,15
2450,2273,3
2451,1913,10
2452,2326,26
2453,2326,15
2454,1773,192
2455,2326,27
2456,1933,420
2457,2326,15
2458,2319,0
2459,2326,164
2460,2097,0
2461,2319,9
2462,1916,20
2463,1572,15
2464,2326,27
2465,2326,259
2466,2326,15
2467,1916,0
2468,2319,3
2469,2326,15
2470,380,254
2471,2347,0
2472,2393,92
2473,2319,0
2474,1773,24
2475,1916,0
2476,2326,15
2477,2319,0
2478,2319,0
2479,1916,22
2480,2319,3
2481,2326,0
2482,2326,15
2483,2326,15
2484,1916,3
2485,1572,15
2486,1585,4
2487,2326,15
2488,2326,0
2489,2326,15
2490,1585,14
2491,2326,15
2492,2326,27
2493,2319,0
2494,2319,16
2495,953,6
2496,1908,10
2497,2205,0
2498,1913,10
2499,2326,270
2500,2326,201
2501,2326,15
2502,2326,15
2503,2326,15
2504,2319,0
2505,2326,27
2506,2319,3
2507,2319,0
2508,72,6
2509,2319,3
2510,72,6
2511,1916,24
2512,1916,0
2513,2319,0
2514,2319,0
2515,2326,15
2516,2319,3
2517,2364,72
2518,2326,17
2519,2319,3
2520,2319,3
2521,2326,385
2522,2326,15
2523,2326,27
2524,2205,0
2525,2273,105
2526,2326,15
2527,2319,0
2528,2326,27
2529,1966,168
2530,2326,15
2531,2326,15
2532,2326,15
2533,1908,10
2534,2319,3
2535,2326,15
2536,2319,0
2537,1572,15
2538,2326,0
2539,2319,0
2540,2319,0
2541,2326,15
2542,380,422
2543,953,79
2544,2097,26
2545,2319,3
2546,2326,15
2547,1572,15
2548,2326,15
2549,2393,94
2550,1966,4
2551,1999,4
2552,380,274
2553,2326,15
2554,2319,3
2555,1572,15
2556,2319,9
2557,1916,17
2558,2319,3
2559,1913,9
2560,2319,0
2561,2319,9
2562,1908,72
2563,2205,43
2564,72,6
2565,2326,15
2566,2326,0
2567,380,274
2568,2326,27
2569,2319,16
2570,1773,27
2571,2326,15
2572,1585,9
2573,1572,15
2574,2326,0
2575,2319,3
2576,1916,0
2577,2326,27
2578,1572,15
2579,1802,27
2580,953,0
2581,1585,9
2582,2326,15
2583,1966,4
2584,1585,14
2585,2326,15
2586,1585,14
2587,2326,305
2588,2319,9
2589,2319,3
2590,2326,15
2591,2319,0
2592,380,22
2593,2319,3
2594,2319,3
2595,2326,15
2596,2326,27
2597,1966,4
2598,1572,15
2599,1916,3
2600,1916,0
2601,1572,17
2602,2319,0
2603,2097,9
2604,1916,3
2605,2326,15
2606,1913,0
2607,2319,16
2608,2319,0
2609,2326,27
2610,2326,27
2611,2097,22
2612,2319,3
2613,1913,0
2614,2319,9
2615,1913,0
2616,1908,9
2617,2326,15
2618,1908,10
2619,2319,9
2620,2319,3
2621,2326,15
2622,2326,259
2623,1999,0
2624,1585,9
2625,1585,14
2626,2319,0
2627,1966,4
2628,2364,330
2629,2326,27
2630,2319,9
2631,2319,3
2632,2326,27
2633,1913,10
2634,2326,9
2635,2319,0
2636,2097,9
2637,2326,270
2638,2319,0
2639,72,6
2640,2326,15
2641,1572,15
2642,2326,15
2643,2326,15
2644,2273,9
2645,2319,0
2646,2319,3
2647,2326,15
2648,2326,15
2649,2319,0
2650,2319,3
2651,2326,15
2652,2097,0
2653,2273,20
2654,2326,15
2655,2326,101
2656,1585,9
2657,2319,0
2658,2319,3
2659,2326,15
2660,2319,3
2661,2364,169
2662,2326,15
2663,2326,27
2664,2326,15
2665,2319,3
2666,2319,0
2667,2319,3
2668,2097,39
2669,2326,27
2670,1585,9
2671,2319,3
2672,2319,0
2673,2319,3
2674,2326,15
2675,2319,3
2676,2326,15
2677,2319,3
2678,2326,15
2679,1913,0
2680,2326,15
2681,2326,15
2682,2097,0
2683,2326,0
2684,2326,15
2685,2734,0
2686,2326,15
2687,1966,4
2688,2319,0
2689,2326,27
2690,1916,0
2691,2326,27
2692,2319,9
2693,1572,15
2694,1916,63
2695,2319,9
2696,2326,27
2697,2319,3
2698,1585,14
2699,2319,0
2700,2326,27
2701,2326,27
2702,1585,4
2703,2734,0
2704,1572,17
2705,1916,17
2706,2273,20
2707,1916,3
2708,2326,15
2709,2273,10
2710,1908,9
2711,2273,9
2712,1913,10
2713,1585,9
2714,2326,15
2715,1913,0
2716,2326,15
2717,2326,0
2718,1916,3
2719,2319,3
2720,2326,0
2721,380,27
2722,2326,15
2723,772,9
2724,2319,0
2725,1999,0
2726,2319,3
2727,1585,9
2728,1913,0
2729,1913,0
2730,1913,0
2731,2326,15
2732,1913,0
2733,2326,365
2734,2364,166
2735,772,9
2736,2319,0
2737,1916,24
2738,772,9
2739,2319,3
2740,1916,24
2741,2734,0
2742,2326,27
2743,1999,22
2744,2319,0
2745,2326,15
2746,2326,27
2747,2326,27
2748,2326,15
2749,1916,0
2750,2319,9
2751,2319,3
2752,1585,4
2753,2326,15
2754,2326,15
2755,2326,15
2756,2319,9
2757,2326,15
2758,2326,27
2759,2326,366
2760,2319,0
2761,2326,15
2762,2319,264
2763,394,423
2764,2326,15
2765,2734,0
2766,953,424
2767,2734,0
2768,2319,0
2769,2734,0
2770,1916,0
2771,2273,9
2772,2319,0
2773,2326,15
2774,2734,0
2775,2319,0
2776,2326,9
2777,2326,15
2778,1916,0
2779,2326,15
2780,1585,9
2781,2326,15
2782,2273,22
2783,1908,9
2784,1913,0
2785,2273,3
2786,1585,9
2787,2319,0
2788,2319,0
2789,1916,3
2790,1916,220
2791,953,0
2792,2326,27
2793,2205,15
2794,2319,0
2795,2273,10
2796,2326,0
2797,2326,15
2798,1913,10
2799,1913,0
2800,1913,0
2801,1916,17
2802,2319,0
2803,2734,0
2804,2326,15
2805,2326,15
2806,1916,0
2807,1908,17
2808,2326,10
2809,1908,9
2810,2734,0
2811,1572,15
2812,72,6
2813,2326,15
2814,2326,17
2815,2326,15
2816,2273,22
2817,1966,4
2818,953,0
2819,1585,14
2820,2326,27
2821,2326,15
2822,2319,0
2823,2326,15
2824,2326,27
2825,1999,22
2826,2326,10
2827,1585,9
2828,2326,15
2829,2326,27
2830,2319,16
2831,1585,9
2832,2319,0
2833,2205,414
2834,2319,3
2835,72,6
2836,1966,4
2837,2326,15
2838,2205,0
2839,2364,72
2840,1585,9
2841,1916,0
2842,2326,15
2843,2273,22
2844,1585,14
2845,1916,0
2846,2326,15
2847,2326,361
2848,2319,3
2849,1916,77
2850,2097,10
2851,2326,27
2852,2326,15
2853,2326,9
2854,2319,0
2855,2326,371
2856,2326,15
2857,2326,15
2858,2326,15
2859,2326,15
2860,1916,0
2861,2319,0
2862,2326,15
2863,2319,0
2864,2326,27
2865,1999,0
2866,72,6
2867,2319,0
2868,2319,3
2869,1585,14
2870,1585,9
2871,2319,9
2872,2326,365
2873,2326,27
2874,2326,15
2875,1585,9
2876,2326,15
2877,2734,0
2878,2319,3
2879,2319,0
2880,2326,15
2881,2326,15
2882,1913,0
2883,2319,3
2884,2326,0
2885,2319,0
2886,1916,0
2887,2319,3
2888,2326,15
2889,2319,0
2890,2734,0
2891,1913,10
2892,2326,0
2893,2326,15
2894,2326,15
2895,2326,372
2896,1585,4
2897,2364,425
2898,72,6
2899,2837,17
2900,1913,0
2901,2326,27
2902,1572,15
2903,2326,15
2904,2319,0
2905,380,219
2906,2326,15
2907,2326,0
2908,2319,0
2909,2319,3
2910,2326,27
2911,2634,15
2912,2319,0
2913,2319,3
2914,2326,15
2915,1916,63
2916,2205,0
2917,2205,0
2918,2326,27
2919,2319,9
2920,2319,0
2921,1585,14
2922,2326,15
2923,2326,366
2924,2326,15
2925,2273,10
2926,2326,15
2927,2319,0
2928,2319,0
2929,2319,9
2930,1908,10
2931,2326,27
2932,2326,15
2933,1585,9
2934,2319,0
2935,2326,15
2936,2364,169
2937,2326,15
2938,2319,0
2939,2273,3
2940,1908,17
2941,2319,3
2942,2273,9
2943,2319,9
2944,2326,15
2945,2326,15
2946,2326,27
2947,72,51
2948,2319,3
2949,2326,15
2950,2326,27
2951,2319,3
2952,1585,14
2953,2319,16
2954,2326,370
2955,2734,0
2956,1999,22
2957,2319,9
2958,2734,0
2959,2326,27
2960,2326,15
2961,2326,17
2962,1572,17
2963,2326,27
2964,2326,15
2965,2326,15
2966,2837,0
2967,1585,9
2968,2319,0
2969,2326,27
2970,2319,9
2971,1916,0
2972,1585,9
2973,2319,0
2974,2326,15
2975,2319,3
2976,1482,112
2977,2634,10
2978,2326,15
2979,1572,15
2980,2326,15
2981,1585,9
2982,1585,39
2983,2319,3
2984,2734,0
2985,2326,15
2986,2273,3
2987,2319,0
2988,2734,0
2989,953,0
2990,2273,3
2991,953,0
2992,2326,27
2993,2326,27
2994,1585,3
2995,2319,0
2996,2734,0
2997,2326,0
2998,1585,9
2999,1572,17
3000,2326,376
3001,2319,264
3002,2326,27
3003,2326,15
3004,953,4
3005,2326,15
3006,1908,10
3007,2319,3
3008,2326,15
3009,953,79
3010,2326,372
3011,1585,14
3012,953,0
3013,1916,24
3014,2326,27
3015,1966,4
3016,2273,9
3017,2326,15
3018,1585,92
3019,1482,115
3020,2326,15
3021,1916,0
3022,1853,412
3023,1916,0
3024,2319,9
3025,2319,0
3026,2326,0
3027,1916,24
3028,1585,9
3029,2326,27
3030,2326,27
3031,2634,10
3032,1572,15
3033,953,0
3034,2326,15
3035,953,0
3036,2326,15
3037,1585,9
3038,2319,3
3039,953,0
3040,2326,15
3041,2326,17
3042,2319,0
3043,2326,373
3044,2326,15
3045,1585,83
3046,1585,14
3047,1572,17
3048,1916,24
3049,1572,17
3050,2326,15
3051,2319,3
3052,2319,3
3053,2319,3
3054,2326,15
3055,2319,3
3056,1585,4
3057,2319,9
3058,72,51
3059,2273,3
3060,1482,238
3061,2326,27
3062,2326,379
3063,2326,376
3064,1585,9
3065,1916,0
3066,1572,15
3067,2319,3
3068,1585,4
3069,2319,3
3070,2326,0
3071,2326,0
3072,2326,27
3073,1585,9
3074,1585,26
3075,1916,0
3076,2319,3
3077,2734,0
3078,2326,27
3079,2326,0
3080,2319,3
3081,2734,0
3082,2273,20
3083,1913,0
3084,1913,10
3085,2319,3
3086,1908,10
3087,2536,0
3088,1916,24
3089,2319,9
3090,2326,27
3091,2319,3
3092,2393,72
3093,1802,27
3094,1913,0
3095,2326,27
3096,1913,0
3097,1913,0
3098,1585,9
3099,2097,103
3100,1482,124
3101,2273,36
3102,2326,15
3103,2273,10
3104,2326,15
3105,380,107
3106,2319,0
3107,2319,3
3108,2319,3
3109,2097,9
3110,2319,0
3111,2319,0
3112,2326,15
3113,2326,27
3114,1908,9
3115,1585,14
3116,2326,379
3117,1999,0
3118,2273,68
3119,1585,9
3120,2205,15
3121,2205,15
3122,1585,9
3123,1999,0
3124,2326,27
3125,2319,3
3126,2326,15
3127,2319,0
3128,2326,15
3129,1482,128
3130,2319,0
3131,2326,27
3132,1916,0
3133,1916,24
3134,2319,0
3135,2319,3
3136,2326,15
3137,1585,9
3138,2319,3
3139,2326,27
3140,2326,15
3141,2205,414
3142,2326,15
3143,2319,0
3144,2319,9
3145,1999,0
3146,2319,0
3147,1572,15
3148,2319,9
3149,2393,20
3150,2734,0
3151,2319,3
3152,1585,9
3153,2319,0
3154,2393,72
3155,2326,15
3156,1908,15
3157,1585,14
3158,1966,4
3159,1585,9
3160,2319,0
3161,1908,15
3162,2326,15
3163,2319,3
3164,2273,20
3165,1585,4
3166,1585,14
3167,1585,110
3168,2734,0
3169,2326,15
3170,1908,56
3171,2326,17
3172,2097,0
3173,2319,16
3174,2326,27
3175,1585,9
3176,1484,262
3177,2326,17
3178,2319,3
3179,2326,0
3180,2319,3
3181,1773,55
3182,1916,0
3183,2319,3
3184,953,0
3185,1484,262
3186,2326,382
3187,2319,3
3188,2319,9
3189,1916,24
3190,1585,3
3191,2326,27
3192,2319,0
3193,2319,0
3194,1585,4
3195,2097,26
3196,2393,20
3197,953,0
3198,380,426
3199,2326,15
3200,2326,15
3201,1585,3
3202,2273,9
3203,2319,3
3204,2326,27
3205,2319,3
3206,1585,110
3207,1585,14
3208,2326,15
3209,2326,382
3210,2319,0
3211,1572,15
3212,2319,0
3213,2326,15
3214,1585,0
3215,2319,3
3216,2326,22
3217,1913,0
3218,2837,0
3219,1916,0
3220,2326,15
3221,1585,22
3222,2319,3
3223,1585,14
3224,1585,9
3225,2319,3
3226,2273,20
3227,1913,0
3228,2273,10
3229,2319,0
3230,1999,4
3231,1908,9
3232,2326,27
3233,2326,15
3234,2319,3
3235,1916,0
3236,2319,9
3237,1585,9
3238,2319,0
3239,1984,24
3240,2319,0
3241,1585,4
3242,2326,385
3243,2319,9
3244,2326,15
3245,2319,3
3246,1984,0
3247,2273,3
3248,2319,0
3249,2205,414
3250,2326,15
3251,2734,0
3252,1916,107
3253,1908,10
3254,2734,0
3255,1572,17
3256,2734,0
3257,1999,22
3258,2319,3
3259,2326,15
3260,2326,27
3261,2319,0
3262,1916,17
3263,1773,24
3264,1916,87
3265,1585,9
3266,2326,15
3267,1585,22
3268,2326,101
3269,2326,15
3270,2319,0
3271,1585,14
3272,2393,427
3273,1984,0
3274,2326,15
3275,2326,0
3276,2326,15
3277,2273,10
3278,2326,15
3279,2326,15
3280,2326,0
3281,2319,9
3282,2319,3
3283,2326,15
3284,2097,0
3285,2319,9
3286,2319,0
3287,1585,14
3288,2319,3
3289,2273,3
3290,2326,15
3291,2326,15
3292,2326,0
3293,2326,15
3294,1916,0
3295,953,424
3296,2326,15
3297,2326,15
3298,2319,0
3299,1585,24
3300,2326,27
3301,2326,15
3302,1916,0
3303,2734,0
3304,2326,0
3305,1908,10
3306,2319,3
3307,2326,0
3308,2326,15
3309,1585,9
3310,2319,0
3311,2319,9
3312,1802,27
3313,2326,27
3314,1916,0
3315,1916,3
3316,2326,15
3317,1585,9
3318,2319,0
3319,2393,428
3320,1916,22
3321,1529,15
3322,2326,15
3323,2319,0
3324,2319,0
3325,2326,15
3326,2319,0
3327,953,0
3328,2326,27
3329,1585,0
3330,2326,15
3331,2326,15
3332,2319,3
3333,2326,4
3334,2326,15
3335,2319,3
3336,1572,15
3337,2364,72
3338,1572,15
3339,2326,27
3340,1999,22
3341,2326,15
3342,2326,15
3343,1585,3
3344,380,185
3345,1916,3
3346,2326,15
3347,2319,3
3348,1585,14
3349,72,6
3350,2734,0
3351,1773,19
3352,2326,15
3353,2326,15
3354,2319,0
3355,1908,56
3356,1908,10
3357,2319,0
3358,1572,15
3359,2319,3
3360,2319,9
3361,2319,9
3362,2734,0
3363,1908,10
3364,2326,0
3365,2273,10
3366,2734,0
3367,2319,3
3368,1908,10
3369,2319,0
3370,72,6
3371,1585,4
3372,1913,9
3373,2326,15
3374,2326,27
3375,1916,0
3376,1585,9
3377,2319,3
3378,1966,4
3379,2326,15
3380,2319,3
3381,2326,15
3382,2326,0
3383,1585,9
3384,2326,15
3385,1585,139
3386,2326,15
3387,1916,24
3388,2243,15
3389,2319,16
3390,2319,9
3391,1908,17
3392,2326,27
3393,1916,0
3394,1916,24
3395,2326,15
3396,2326,15
3397,2326,15
3398,2319,3
3399,1908,10
3400,2319,3
3401,72,6
3402,1916,0
3403,2319,24
3404,1572,15
3405,2326,15
3406,2273,3
3407,2319,3
3408,1585,14
3409,2326,27
3410,1966,4
3411,2205,0
3412,2326,15
3413,1916,24
3414,2326,0
3415,1916,17
3416,380,185
3417,2326,15
3418,2205,0
3419,1908,72
3420,1585,9
3421,2326,15
3422,1908,10
3423,1585,9
3424,2319,0
3425,2319,429
3426,2319,0
3427,2273,3
3428,953,0
3429,2326,15
3430,380,430
3431,2326,15
3432,2326,15
3433,2326,15
3434,1585,9
3435,1908,9
3436,2326,15
3437,2326,15
3438,2326,15
3439,2273,22
3440,1585,14
3441,2326,27
3442,2319,9
3443,2319,9
3444,1913,9
3445,1572,17
3446,1572,15
3447,2326,22
3448,2326,15
3449,2536,0
3450,1916,0
3451,2326,15
3452,2319,0
3453,2326,15
3454,2326,15
3455,1916,3
3456,2319,3
3457,1585,4
3458,1585,4
3459,2326,15
3460,2319,3
3461,2326,27
3462,2205,43
3463,380,409
3464,953,79
3465,953,4
3466,2319,9
3467,2326,27
3468,2319,3
3469,2326,0
3470,1585,9
3471,1585,24
3472,2326,15
3473,2319,3
3474,2326,15
3475,2326,15
3476,2326,15
3477,1916,90
3478,2097,173
3479,2326,15
3480,2326,27
3481,2734,0
3482,2319,3
3483,2319,0
3484,2319,0
3485,953,0
3486,1966,4
3487,2734,0
3488,2205,15
3489,1908,10
3490,953,0
3491,2326,15
3492,2326,27
3493,2326,27
3494,1916,0
3495,2273,20
3496,2326,15
3497,2319,3
3498,2326,15
3499,2326,15
3500,2319,3
3501,1529,15
3502,2326,27
3503,2097,0
3504,2326,15
3505,2319,0
3506,2326,17
3507,2326,15
3508,2326,15
3509,2205,414
3510,2326,15
3511,1585,9
3512,2319,3
3513,1916,0
3514,2319,3
3515,1916,0
3516,2326,15
3517,1916,0
3518,1585,14
3519,2319,0
3520,2326,15
3521,2326,15
3522,2734,0
3523,1916,3
3524,1908,9
3525,2319,3
3526,1966,4
3527,2326,15
3528,2326,15
3529,2326,15
3530,2326,15
3531,1908,10
3532,1908,10
3533,2097,68
3534,1908,9
3535,2319,0
3536,1585,58
3537,380,26
3538,1916,0
3539,1908,9
3540,1966,4
3541,380,20
3542,2273,10
3543,2319,3
3544,1585,9
3545,2319,3
3546,2319,3
3547,2205,15
3548,2326,15
3549,2319,9
3550,2319,0
3551,2326,17
3552,2326,27
3553,2319,9
3554,2326,15
3555,2326,27
3556,2319,3
3557,2319,0
3558,2319,0
3559,2319,3
3560,1585,3
3561,2319,0
3562,2326,15
3563,2326,15
3564,2319,3
3565,1585,110
3566,2326,15
3567,2326,15
3568,2319,0
3569,2326,15
3570,2319,9
3571,2326,15
3572,2319,0
3573,1585,14
3574,2326,15
3575,2393,94
3576,2326,15
3577,1908,10
3578,2326,15
3579,1585,4
3580,2326,15
3581,1572,15
3582,2205,414
3583,2326,27
3584,380,430
3585,1966,4
3586,1572,15
3587,1572,15
3588,2319,3
3589,1908,10
3590,72,6
3591,2319,0
3592,2326,15
3593,2326,15
3594,2319,0
3595,2326,15
3596,2319,3
3597,2319,0
3598,2273,22
3599,2734,0
3600,2326,0
3601,1585,14
3602,1805,9
3603,2319,3
3604,1908,9
3605,2319,3
3606,2326,15
3607,2734,0
3608,2326,15
3609,2326,15
3610,72,6
3611,2319,3
3612,1585,22
3613,2326,15
3614,2326,27
3615,2326,15
3616,2326,27
3617,72,6
3618,1585,9
3619,2273,9
3620,2326,27
3621,2319,3
3622,1442,42
3623,2734,0
3624,2326,15
3625,2326,15
3626,2326,22
3627,2326,0
3628,72,6
3629,2326,15
3630,1916,63
3631,2326,15
3632,2319,3
3633,2326,15
3634,2326,15
3635,2326,15
3636,1572,15
3637,2273,3
3638,1913,10
3639,2319,0
3640,2319,3
3641,2319,0
3642,2319,24
