,id,some_number
3643,2097,22
3644,2326,15
3645,380,192
3646,2326,22
3647,2326,15
3648,2326,27
3649,2326,15
3650,2319,0
3651,2326,15
3652,2326,15
3653,2319,0
3654,2326,15
3655,1908,10
3656,2326,15
3657,2326,27
3658,1773,19
3659,2326,15
3660,2319,0
3661,2326,0
3662,2326,15
3663,2319,24
3664,2273,10
3665,2326,15
3666,2326,15
3667,2319,0
3668,490,260
3669,2319,24
3670,2326,27
3671,380,185
3672,2319,0
3673,2326,15
3674,2319,24
3675,2326,15
3676,2319,24
3677,2326,27
3678,2319,0
3679,2319,24
3680,2319,24
3681,72,6
3682,2319,0
3683,2319,24
3684,2319,0
3685,2319,24
3686,2319,24
3687,2319,24
3688,2319,24
3689,2734,0
3690,1585,9
3691,2319,24
3692,2319,24
3693,2319,24
3694,2319,24
3695,2273,20
3696,1585,9
3697,2319,3
3698,2319,3
3699,2273,22
3700,2319,3
3701,2734,0
3702,2319,24
3703,1916,17
3704,2319,24
3705,2326,15
3706,2319,0
3707,2319,0
3708,2319,3
3709,1916,0
3710,2326,17
3711,2319,0
3712,1916,97
3713,772,72
3714,2319,0
3715,2319,3
3716,1916,0
3717,2319,0
3718,2326,27
3719,1916,0
3720,1572,17
3721,2326,27
3722,2319,9
3723,2326,22
3724,2326,15
3725,2326,15
3726,1916,0
3727,1572,10
3728,2319,0
3729,2319,3
3730,1916,3
3731,2326,15
3732,2243,15
3733,1585,4
3734,1585,9
3735,2326,27
3736,2326,15
3737,1913,0
3738,1913,0
3739,1913,0
3740,1916,0
3741,1585,9
3742,2326,15
3743,2319,0
3744,2319,3
3745,2273,3
3746,2326,27
3747,1585,24
3748,72,6
3749,1916,24
3750,2326,15
3751,1916,3
3752,1966,4
3753,2319,0
3754,1572,15
3755,2326,15
3756,1585,9
3757,1572,15
3758,2319,0
3759,2326,15
3760,2319,9
3761,72,6
3762,1916,0
3763,2319,0
3764,2273,3
3765,2326,0
3766,2319,0
3767,1913,0
3768,2319,9
3769,1585,9
3770,2319,3
3771,1916,0
3772,2273,10
3773,2326,27
3774,380,185
3775,2326,15
3776,2326,15
3777,2319,3
3778,2319,0
3779,2319,3
3780,2326,27
3781,380,3
3782,1913,0
3783,1585,3
3784,1966,0
3785,1913,0
3786,1805,431
3787,2326,0
3788,2326,15
3789,2326,15
3790,1773,0
3791,2319,0
3792,2326,15
3793,1585,14
3794,2326,15
3795,2326,15
3796,1916,3
3797,953,109
3798,2205,15
3799,1585,9
3800,2326,15
3801,2326,15
3802,2326,27
3803,2364,330
3804,1916,0
3805,2273,68
3806,1999,0
3807,2319,0
3808,2319,0
3809,2326,15
3810,2319,3
3811,1916,3
3812,2273,20
3813,2319,0
3814,2319,3
3815,2319,3
3816,1916,0
3817,2326,15
3818,2319,3
3819,1442,24
3820,2326,27
3821,1999,22
3822,2097,9
3823,2326,15
3824,2326,27
3825,2347,0
3826,2319,3
3827,1805,0
3828,2319,3
3829,2326,15
3830,1966,4
3831,2326,0
3832,2319,3
3833,380,189
3834,1585,9
3835,1585,9
3836,2205,414
3837,1585,9
3838,2326,15
3839,1585,14
3840,1773,0
3841,380,254
3842,1913,0
3843,2273,10
3844,1913,0
3845,953,109
3846,2319,0
3847,2319,0
3848,1908,10
3849,2319,16
3850,1966,4
3851,2326,15
3852,1913,0
3853,1966,4
3854,1999,0
3855,2319,0
3856,2319,0
3857,1913,0
3858,2326,15
3859,1913,0
3860,2347,0
3861,72,6
3862,1802,27
3863,2319,0
3864,2319,3
3865,2319,0
3866,2326,27
3867,1966,4
3868,2326,27
3869,1585,9
3870,1572,15
3871,1913,0
3872,2319,3
3873,1805,4
3874,2273,20
3875,2326,15
3876,1913,0
3877,2319,0
3878,1916,63
3879,1585,9
3880,2326,15
3881,2205,15
3882,2205,15
3883,2319,0
3884,1916,3
3885,2319,3
3886,2319,3
3887,2326,15
3888,1913,0
3889,72,6
3890,1966,303
3891,1913,0
3892,1913,0
3893,1916,24
3894,2326,15
3895,953,6
3896,2319,9
3897,2097,0
3898,2326,27
3899,2326,0
3900,1585,9
3901,2097,0
3902,2326,15
3903,2319,3
3904,2326,27
3905,2319,0
3906,1572,15
3907,1913,0
3908,2326,15
3909,1913,0
3910,1916,0
3911,2326,15
3912,2326,15
3913,2326,15
3914,1908,56
3915,1999,4
3916,2273,10
3917,2326,15
3918,2205,0
3919,2319,0
3920,1572,15
3921,2319,0
3922,1572,15
3923,2326,15
3924,1585,14
3925,2326,10
3926,380,193
3927,1913,0
3928,2273,60
3929,1913,0
3930,1913,0
3931,1572,15
3932,2319,0
3933,2319,3
3934,2273,22
3935,2273,3
3936,953,0
3937,2326,27
3938,1572,15
3939,2326,15
3940,2870,10
3941,1585,20
3942,2319,0
3943,1916,5
3944,72,6
3945,1913,0
3946,2326,27
3947,2326,17
3948,2326,0
3949,2326,15
3950,2319,3
3951,1913,0
3952,1966,154
3953,2273,20
3954,2319,3
3955,2326,15
3956,2326,27
3957,2326,15
3958,2319,3
3959,1913,0
3960,2319,0
3961,1585,9
3962,2734,0
3963,1585,9
3964,1913,0
3965,1913,0
3966,2326,15
3967,1913,0
3968,2734,0
3969,2319,3
3970,1913,0
3971,1966,4
3972,2870,10
3973,1913,0
3974,1913,0
3975,2326,15
3976,2319,3
3977,2319,0
3978,1913,0
3979,1585,9
3980,2326,15
3981,1913,0
3982,1572,15
3983,1913,0
3984,2273,22
3985,1913,0
3986,1572,15
3987,1585,20
3988,1913,0
3989,1913,0
3990,1529,15
3991,2319,3
3992,1916,11
3993,1572,15
3994,1913,0
3995,2097,25
3996,1913,0
3997,1913,0
3998,2319,22
3999,2319,0
4000,1913,0
4001,1913,0
4002,2319,429
4003,2326,27
4004,1913,0
4005,1999,22
4006,2273,3
4007,2326,9
4008,2273,3
4009,953,20
4010,1913,0
4011,1916,17
4012,1913,0
4013,2319,9
4014,2326,27
4015,1913,0
4016,2870,10
4017,2326,15
4018,953,0
4019,2326,15
4020,1585,9
4021,1913,0
4022,1585,4
4023,1966,233
4024,1908,64
4025,2326,15
4026,953,0
4027,1908,56
4028,1585,14
4029,2326,27
4030,1916,3
4031,2319,9
4032,2326,15
4033,1908,64
4034,2326,27
4035,1585,4
4036,1585,9
4037,2326,15
4038,2319,3
4039,2205,43
4040,1908,17
4041,1585,24
4042,1585,9
4043,2319,0
4044,1572,15
4045,1585,9
4046,2319,3
4047,2326,15
4048,1585,9
4049,1966,4
4050,2326,27
4051,2326,22
4052,380,185
4053,2319,0
4054,2326,15
4055,2319,9
4056,2319,3
4057,2326,15
4058,1966,4
4059,1585,14
4060,2326,15
4061,1908,17
4062,2319,3
4063,1585,3
4064,2273,3
4065,2734,0
4066,2326,15
4067,2326,27
4068,2319,3
4069,2364,169
4070,2326,15
4071,1585,9
4072,1585,4
4073,2319,3
4074,2326,27
4075,953,109
4076,2326,15
4077,2319,3
4078,1585,9
4079,1908,15
4080,2326,15
4081,2319,3
4082,2319,3
4083,2326,0
4084,953,0
4085,2326,27
4086,2319,3
4087,2326,15
4088,953,0
4089,2319,0
4090,2319,0
4091,2326,0
4092,2319,3
4093,2319,0
4094,2319,0
4095,1585,9
4096,2326,15
4097,1916,24
4098,2326,15
4099,2326,17
4100,2326,15
4101,2326,0
4102,2326,0
4103,2319,9
4104,2326,15
4105,2319,3
4106,2326,15
4107,1908,9
4108,2319,0
4109,2319,0
4110,953,6
4111,1585,9
4112,2319,0
4113,1572,15
4114,1916,0
4115,1916,0
4116,2326,27
4117,1999,0
4118,2326,27
4119,1572,15
4120,2326,15
4121,2326,15
4122,2319,3
4123,2326,101
4124,490,108
4125,380,432
4126,2319,0
4127,2326,15
4128,2273,20
4129,2326,15
4130,2319,9
4131,1484,197
4132,953,0
4133,2326,15
4134,2273,3
4135,2319,0
4136,2326,15
4137,1908,15
4138,2326,15
4139,380,417
4140,2326,15
4141,1802,27
4142,2553,28
4143,2326,27
4144,2319,0
4145,1442,433
4146,1916,0
4147,1916,0
4148,1585,9
4149,1585,3
4150,2319,3
4151,2319,9
4152,953,0
4153,1585,3
4154,2326,27
4155,2326,15
4156,1916,107
4157,2326,27
4158,1585,9
4159,2326,0
4160,2326,15
4161,2319,3
4162,2326,15
4163,1913,9
4164,1966,4
4165,2326,15
4166,1913,0
4167,2326,15
4168,2319,3
4169,2326,15
4170,1585,9
4171,2734,0
4172,1913,0
4173,1913,0
4174,2326,15
4175,2319,9
4176,2326,15
4177,2319,0
4178,2326,15
4179,1913,0
4180,1913,0
4181,2326,15
4182,1913,0
4183,2326,15
4184,2553,41
4185,1916,0
4186,2326,22
4187,2326,27
4188,2326,4
4189,2326,0
4190,2326,15
4191,1908,9
4192,808,27
4193,1916,0
4194,2319,3
4195,2273,3
4196,2273,22
4197,1783,434
4198,1484,197
4199,2273,10
4200,1913,0
4201,2273,10
4202,1585,9
4203,2326,27
4204,1913,0
4205,2326,15
4206,2326,27
4207,1916,22
4208,2326,0
4209,1913,0
4210,1585,9
4211,1966,4
4212,1585,4
4213,2326,15
4214,2273,20
4215,2273,3
4216,2326,0
4217,2273,3
4218,2319,3
4219,2326,15
4220,2326,15
4221,1916,0
4222,1913,0
4223,1572,15
4224,2326,15
4225,1913,0
4226,2319,3
4227,2319,3
4228,1585,9
4229,2319,0
4230,2319,0
4231,1913,0
4232,2319,9
4233,2326,15
4234,2326,15
4235,1529,9
4236,2326,27
4237,2319,3
4238,1585,14
4239,2195,294
4240,2319,3
4241,953,421
4242,1999,22
4243,2319,0
4244,953,6
4245,2273,3
4246,2319,3
4247,2326,15
4248,2326,27
4249,2326,15
4250,2326,27
4251,2553,28
4252,2319,0
4253,2273,3
4254,2326,15
4255,2326,27
4256,2734,0
4257,2326,15
4258,1966,4
4259,2326,15
4260,2319,3
4261,1442,4
4262,2319,429
4263,1916,24
4264,1908,22
4265,1916,27
4266,2734,0
4267,1585,9
4268,2326,15
4269,2319,9
4270,2734,0
4271,953,0
4272,2326,15
4273,2326,15
4274,2319,3
4275,2319,3
4276,2837,0
4277,2319,22
4278,2319,0
4279,2319,3
4280,2326,15
4281,2326,15
4282,1913,0
4283,2319,3
4284,1585,14
4285,380,193
4286,2553,28
4287,1913,0
4288,2634,15
4289,2326,27
4290,2319,0
4291,2319,3
4292,2273,3
4293,953,0
4294,2195,294
4295,2326,0
4296,2319,3
4297,2326,27
4298,2205,43
4299,1999,0
4300,2319,22
4301,953,109
4302,1913,0
4303,1585,9
4304,2326,15
4305,2364,161
4306,1916,0
4307,2319,3
4308,1916,0
4309,2553,28
4310,1916,24
4311,1585,9
4312,2326,15
4313,1585,3
4314,2326,27
4315,2319,3
4316,380,192
4317,2319,0
4318,2326,27
4319,2326,15
4320,1908,72
4321,1585,9
4322,2319,0
4323,1916,20
4324,1913,0
4325,1913,0
4326,2319,9
4327,2326,15
4328,2319,0
4329,1913,0
4330,2326,15
4331,2319,3
4332,1529,9
4333,2195,435
4334,2195,72
4335,1916,3
4336,2319,0
4337,953,0
4338,1966,191
4339,2319,0
4340,953,79
4341,953,0
4342,1913,0
4343,2326,27
4344,1913,0
4345,1913,0
4346,2319,0
4347,2326,15
4348,2326,15
4349,1913,0
4350,1913,0
4351,2326,27
4352,1913,0
4353,380,0
4354,2553,28
4355,953,0
4356,2097,273
4357,2319,3
4358,2319,0
4359,953,0
4360,1913,0
4361,2319,0
4362,2319,0
4363,1572,15
4364,2319,3
4365,1913,0
4366,2326,15
4367,2319,0
4368,2326,0
4369,2326,15
4370,2319,3
4371,953,0
4372,2319,0
4373,1916,20
4374,2273,9
4375,1529,15
4376,2319,3
4377,2319,0
4378,1585,9
4379,1908,9
4380,2195,436
4381,1916,107
4382,1916,0
4383,2326,15
4384,2273,3
4385,2319,9
4386,1966,0
4387,1529,9
4388,2326,27
4389,2326,15
4390,808,27
4391,2319,3
4392,1585,4
4393,2273,3
4394,2553,28
4395,380,193
4396,1916,0
4397,2097,200
4398,2319,9
4399,1916,0
4400,2326,0
4401,1916,20
4402,1572,15
4403,1585,9
4404,1853,22
4405,2273,3
4406,1916,11
4407,2536,0
4408,1585,9
4409,953,0
4410,1984,0
4411,2326,15
4412,2205,0
4413,2326,0
4414,953,0
4415,2326,27
4416,2319,3
4417,2326,0
4418,2326,22
4419,1908,9
4420,2326,15
4421,1529,272
4422,1984,24
4423,72,6
4424,1908,72
4425,953,0
4426,2326,0
4427,2326,27
4428,1572,15
4429,1916,22
4430,2319,9
4431,1913,0
4432,2319,9
4433,1916,24
4434,2319,3
4435,2319,0
4436,1984,0
4437,2195,72
4438,1802,27
4439,2319,3
4440,2319,3
4441,2326,15
4442,1529,15
4443,2319,0
4444,1916,0
4445,2319,3
4446,2273,20
4447,1999,22
4448,2319,9
4449,2273,9
4450,380,192
4451,1916,3
4452,953,0
4453,953,437
4454,1908,17
4455,1585,4
4456,1913,0
4457,2319,0
4458,1572,15
4459,1572,15
4460,2319,3
4461,1913,0
4462,1529,438
4463,1916,20
4464,1572,15
4465,2205,15
4466,1913,0
4467,2319,3
4468,2553,41
4469,1853,72
4470,1913,0
4471,1916,0
4472,2319,0
4473,85,6
4474,72,51
4475,1913,0
4476,1585,9
4477,2319,9
4478,1916,11
4479,2326,15
4480,2273,10
4481,2319,0
4482,2326,0
4483,2734,0
4484,2319,0
4485,2319,24
4486,1905,218
4487,1529,10
4488,2273,9
4489,1585,14
4490,1585,9
4491,2364,72
4492,2326,22
4493,2319,0
4494,2326,15
4495,1529,15
4496,2326,27
4497,2273,10
4498,1529,0
4499,2734,0
4500,1572,15
4501,2319,9
4502,953,4
4503,1913,0
4504,1966,154
4505,1913,0
4506,2319,0
4507,2319,9
4508,1585,14
4509,2734,0
4510,2205,414
4511,2319,0
4512,2319,0
4513,1913,0
4514,2326,15
4515,2319,3
4516,2319,3
4517,2319,0
4518,1585,14
4519,1916,24
4520,2319,0
4521,2326,0
4522,1585,3
4523,2319,3
4524,2319,3
4525,1916,20
4526,2326,15
4527,2326,27
4528,1916,0
4529,2326,15
4530,2273,10
4531,2326,15
4532,2319,3
4533,2319,0
4534,1916,0
4535,2326,15
4536,2243,15
4537,1966,4
4538,1913,0
4539,1916,3
4540,2326,27
4541,1585,14
4542,1572,15
4543,2326,15
4544,1585,9
4545,2319,0
4546,2326,27
4547,2273,20
4548,2205,43
4549,1585,9
4550,2319,0
4551,1529,20
4552,2319,3
4553,2319,3
4554,1572,17
4555,2319,0
4556,2326,15
4557,2326,200
4558,2319,0
4559,2364,425
4560,2319,0
4561,2326,15
4562,2364,166
4563,1572,15
4564,953,0
4565,1913,0
4566,1916,0
4567,808,101
4568,2326,27
4569,1913,0
4570,2326,15
4571,2319,3
4572,1913,0
4573,2319,0
4574,2319,3
4575,2319,3
4576,2734,0
4577,2319,3
4578,2326,27
4579,1916,3
4580,2326,15
4581,2319,3
4582,1585,9
4583,2326,15
4584,2326,15
4585,1853,330
4586,2319,0
4587,1999,0
4588,2273,3
4589,2326,15
4590,1585,64
4591,2195,72
4592,1585,14
4593,1916,24
4594,1908,10
4595,1913,0
4596,2326,15
4597,1916,24
4598,2319,9
4599,2273,9
4600,1913,0
4601,2273,10
4602,72,6
4603,1913,0
4604,1853,26
4605,1913,0
4606,2326,0
4607,2326,27
4608,2326,15
4609,2364,169
4610,1572,17
4611,1908,72
4612,2319,0
4613,2319,3
4614,2097,0
4615,1913,0
4616,72,6
4617,2326,15
4618,1572,17
4619,2326,15
4620,2326,15
4621,2319,0
4622,2273,3
4623,2319,3
4624,1585,9
4625,2326,17
4626,1585,9
4627,1908,56
4628,2319,0
4629,1966,439
4630,2326,15
4631,2326,27
4632,1585,9
4633,2326,15
4634,1913,10
4635,2319,0
4636,2326,15
4637,2319,0
4638,2319,9
4639,1916,0
4640,1908,62
4641,1999,22
4642,2319,3
4643,2319,0
4644,1916,3
4645,2326,27
4646,1572,15
4647,2319,0
4648,2326,15
4649,2326,15
4650,1585,110
4651,2097,9
4652,2319,3
4653,2431,22
4654,2326,15
4655,2319,3
4656,2319,9
4657,2319,0
4658,1585,4
4659,2319,0
4660,1916,0
4661,1853,72
4662,1908,17
4663,2326,15
4664,2319,0
4665,2319,0
4666,1585,9
4667,2326,15
4668,1585,9
4669,953,0
4670,2319,3
4671,2319,0
4672,2319,9
4673,2319,0
4674,953,0
4675,1908,299
4676,2319,3
4677,1853,39
4678,2319,9
4679,2319,3
4680,2319,3
4681,2319,3
4682,2319,22
4683,1572,15
4684,1916,27
4685,2319,3
4686,1916,0
4687,1908,10
4688,1585,3
4689,2097,68
4690,2319,0
4691,2326,15
4692,2326,22
4693,772,72
4694,2734,0
4695,2326,15
4696,2326,15
4697,2326,15
4698,2319,0
4699,1908,10
4700,2319,3
4701,2326,15
4702,2326,27
4703,2319,0
4704,1442,24
4705,953,0
4706,2097,0
4707,2734,0
4708,953,0
4709,2319,9
4710,1913,9
4711,1585,9
4712,1585,9
4713,2734,0
4714,2319,0
4715,1585,9
4716,2319,0
4717,2326,27
4718,2319,0
4719,2326,15
4720,1853,4
4721,2319,0
4722,2097,0
4723,2097,10
4724,2734,0
4725,1966,233
4726,2326,15
4727,2319,0
4728,1585,9
4729,2319,0
4730,2734,0
4731,2326,15
4732,2326,0
4733,772,9
4734,2319,9
4735,2319,0
4736,2319,0
4737,2319,0
4738,2097,173
4739,1908,9
4740,2326,27
4741,2319,3
4742,1966,4
4743,2326,27
4744,1916,0
4745,2319,9
4746,2319,3
4747,2319,0
4748,1853,425
4749,953,109
4750,2326,15
4751,2326,0
4752,2319,3
4753,1585,4
4754,1908,10
4755,2319,9
4756,1853,10
4757,2326,15
4758,2319,0
4759,2319,3
4760,2734,0
4761,2319,3
4762,2319,0
4763,2734,0
4764,1572,17
4765,2319,3
4766,2326,15
4767,2319,3
4768,2326,15
4769,2326,0
4770,2326,27
4771,2734,0
4772,2319,0
4773,2326,15
4774,1916,24
4775,2326,15
4776,1572,15
4777,2326,10
4778,1585,9
4779,1916,24
4780,2326,11
4781,953,0
4782,1585,9
4783,2319,22
4784,380,440
4785,953,109
4786,2326,15
4787,2326,17
4788,2326,15
4789,2326,15
4790,2326,27
4791,2326,15
4792,2319,3
4793,2319,22
4794,2326,15
4795,2326,101
4796,394,109
4797,1908,10
4798,2319,3
4799,1442,24
4800,1916,0
4801,2319,3
4802,2536,0
4803,2326,15
4804,1585,3
4805,2319,0
4806,2319,3
4807,2326,15
4808,394,109
4809,1853,169
4810,2319,0
4811,2326,27
4812,2326,15
4813,1585,9
4814,2326,15
4815,2326,15
4816,2273,10
4817,2319,9
4818,953,0
4819,2319,3
4820,2319,3
4821,2273,20
4822,1773,55
4823,953,6
4824,2319,3
4825,2319,3
4826,2319,0
4827,2326,27
4828,2326,15
4829,1913,10
4830,2319,0
4831,2319,24
4832,2319,24
4833,72,6
4834,2319,0
4835,2273,3
4836,2273,3
4837,2319,24
4838,2273,3
4839,1913,10
4840,1913,0
4841,1913,0
4842,2326,27
4843,1585,64
4844,1913,0
4845,1913,0
4846,2326,15
4847,2319,0
4848,2326,15
4849,2326,15
4850,394,109
4851,2319,3
4852,2326,15
4853,2326,4
4854,1853,161
4855,2319,3
4856,1916,0
4857,1966,4
4858,1773,24
4859,2326,15
4860,2734,0
4861,2326,15
4862,394,109
4863,2326,27
4864,1916,0
4865,2319,9
4866,2326,15
4867,2326,15
4868,2326,0
4869,380,3
4870,2319,0
4871,2326,15
4872,2319,9
4873,2326,27
4874,1585,14
4875,2319,3
4876,2319,0
4877,2319,0
4878,953,20
4879,1966,4
4880,772,9
4881,772,9
4882,1585,9
4883,2734,0
4884,2734,0
4885,953,0
4886,1966,4
4887,2326,15
4888,1585,9
4889,2319,264
4890,2326,26
4891,1529,10
4892,1908,306
4893,2326,15
4894,2319,3
4895,1908,9
4896,1585,39
4897,2326,15
4898,1853,166
4899,1585,4
4900,2319,3
4901,2326,9
4902,2326,15
4903,2326,15
4904,1585,4
4905,2326,15
4906,2319,24
4907,1916,3
4908,1585,3
4909,1773,19
4910,2326,15
4911,2319,0
4912,2326,27
4913,2319,0
4914,2326,15
4915,1908,10
4916,2319,0
4917,2319,0
4918,2319,3
4919,2319,0
4920,2319,3
4921,380,389
4922,1585,14
4923,2326,15
4924,2319,0
4925,1529,190
4926,1529,15
4927,1999,0
4928,953,109
4929,2319,0
4930,2326,15
4931,1585,9
4932,2326,15
4933,1908,9
4934,2319,0
4935,1908,15
4936,2326,15
4937,2273,3
4938,2319,0
4939,2319,9
4940,2326,17
4941,2326,15
4942,772,72
4943,2326,0
4944,2319,0
4945,1585,14
4946,2319,0
4947,2326,15
4948,2319,3
4949,2243,15
4950,1966,4
4951,1999,0
4952,2097,0
4953,2536,0
4954,1529,9
4955,2319,9
4956,1585,3
4957,2326,15
4958,2326,15
4959,1966,4
4960,2326,15
4961,1916,0
4962,2326,15
4963,2326,15
4964,2326,15
4965,2319,0
4966,1585,441
4967,380,367
4968,1853,10
4969,1853,327
4970,2326,62
4971,2326,26
4972,2326,22
4973,2319,0
4974,953,0
4975,1916,3
4976,1916,107
4977,2326,15
4978,2319,9
4979,2319,3
4980,2273,3
4981,953,6
4982,2326,15
4983,2319,3
4984,2326,17
4985,2319,0
4986,2319,3
4987,2319,3
4988,1585,14
4989,2319,3
4990,2319,0
4991,2319,0
4992,1585,9
4993,2734,0
4994,2734,0
4995,2734,0
4996,2319,0
4997,2319,0
4998,2319,3
4999,2326,15
5000,1853,94
5001,1572,15
5002,2326,27
5003,2326,15
5004,1853,15
5005,2326,15
5006,2326,27
5007,1585,4
5008,2326,101
5009,2319,3
5010,2319,0
5011,2326,15
5012,380,192
5013,1908,10
5014,2326,15
5015,2326,15
5016,1529,186
5017,953,109
5018,2273,22
5019,1908,309
5020,2326,22
5021,2319,3
5022,2319,3
5023,380,24
5024,1572,15
5025,2280,0
5026,2326,15
5027,1572,15
5028,2326,15
5029,1572,15
5030,2097,75
5031,2319,3
5032,1916,24
5033,2319,3
5034,1572,15
5035,1585,73
5036,2319,3
5037,1802,27
5038,1853,442
5039,1585,20
5040,2319,0
5041,1572,17
5042,1916,0
5043,1916,24
5044,2319,0
5045,2319,3
5046,1853,107
5047,1585,4
5048,1773,24
5049,2319,0
5050,2319,3
5051,2326,15
5052,2319,0
5053,1908,9
5054,953,0
5055,2326,15
5056,2326,15
5057,1529,9
5058,1966,4
5059,2326,15
5060,2326,27
5061,2319,0
5062,1585,14
5063,2326,15
5064,1916,17
5065,2326,15
5066,2326,15
5067,1916,3
5068,1908,310
5069,1916,22
5070,2326,15
5071,2273,10
5072,2326,15
5073,2347,0
5074,2319,3
5075,2319,0
5076,2347,0
5077,1999,22
5078,2319,0
5079,1773,19
5080,2319,0
5081,953,0
5082,2326,15
5083,1916,27
5084,2319,0
5085,2280,443
5086,1908,10
5087,2326,0
5088,2319,3
5089,1585,14
5090,2319,0
5091,2734,0
5092,1916,0
5093,2319,3
5094,2319,16
5095,2097,25
5096,2319,3
5097,2326,26
5098,2097,39
5099,2319,0
5100,1585,36
5101,2326,15
5102,2319,0
5103,1585,39
5104,2837,0
5105,953,109
5106,1908,9
5107,2097,0
5108,1572,15
5109,2326,15
5110,2097,39
5111,2326,4
5112,2319,0
5113,1529,15
5114,1572,15
5115,2326,15
5116,953,79
5117,2326,0
5118,1572,15
5119,2326,15
5120,2319,3
5121,2326,0
5122,2326,22
5123,2326,0
5124,2326,15
5125,1966,4
5126,953,0
5127,1908,312
5128,2326,15
5129,380,39
5130,1966,4
5131,2326,15
5132,2326,15
5133,1585,110
5134,953,0
5135,1966,61
5136,953,0
5137,1916,20
5138,1913,0
5139,953,0
5140,2319,0
5141,1482,293
5142,1572,15
5143,1916,0
5144,1482,292
5145,1908,10
5146,380,444
5147,1572,15
5148,2319,9
5149,2097,10
5150,2280,0
5151,2326,0
5152,2326,68
5153,2326,15
5154,2326,0
5155,2319,0
5156,2097,10
5157,2319,0
5158,72,6
5159,2319,3
5160,1916,24
5161,2326,15
5162,2319,0
5163,1908,9
5164,2319,16
5165,2326,15
5166,2319,0
5167,1908,9
5168,2319,0
5169,2273,10
5170,2326,15
5171,2326,15
5172,2319,0
5173,2326,15
5174,1913,10
5175,2273,10
5176,2326,15
5177,2326,15
5178,2326,15
5179,1585,4
5180,2326,15
5181,1585,4
5182,1529,15
5183,2326,15
5184,2319,9
5185,2273,75
5186,1908,314
5187,2319,0
5188,2326,10
5189,1966,4
5190,1908,10
5191,1572,15
5192,1916,106
5193,2097,0
5194,2319,3
5195,380,389
5196,1529,190
5197,2326,27
5198,1585,14
5199,1913,0
5200,1585,14
5201,2097,39
5202,1908,10
5203,1999,4
5204,2319,3
5205,2319,3
5206,2326,26
5207,2319,3
5208,2319,3
5209,2319,0
5210,2326,15
5211,2326,0
5212,1916,0
5213,2326,15
5214,1916,3
5215,1913,0
5216,2326,15
5217,1913,0
5218,1916,24
5219,2326,15
5220,1585,9
5221,2319,0
5222,2326,15
5223,1913,0
5224,2319,0
5225,2326,15
5226,2326,0
5227,2280,401
5228,1999,22
5229,2326,15
5230,2319,0
5231,2273,10
5232,2553,28
5233,953,0
5234,2634,15
5235,380,92
5236,1916,0
5237,1600,0
5238,2326,15
5239,2319,0
5240,2319,16
5241,2273,3
5242,2326,15
5243,1913,0
5244,2326,27
5245,1908,72
5246,2326,15
5247,2319,0
5248,2319,9
5249,2273,20
5250,2319,0
5251,2273,22
5252,1529,190
5253,2326,15
5254,2326,15
5255,1773,27
5256,2326,27
5257,1999,329
5258,1916,24
5259,1999,22
5260,2273,22
5261,2273,3
5262,2326,15
5263,1908,10
5264,2319,3
5265,2326,15
5266,380,389
5267,2326,15
5268,1908,315
5269,2273,20
5270,2273,10
5271,2319,3
5272,1585,22
5273,2326,15
5274,2326,15
5275,2319,16
5276,2326,15
5277,2097,0
5278,1908,15
5279,2319,0
5280,2326,15
5281,2319,3
5282,2326,10
5283,1966,0
5284,1916,0
5285,2273,22
5286,2326,15
5287,953,319
5288,2097,25
5289,380,22
5290,2326,15
5291,1908,10
5292,953,6
5293,2319,3
5294,2553,262
5295,2326,15
5296,2319,0
5297,2326,15
5298,2319,0
5299,2319,9
5300,2326,15
5301,953,79
5302,2319,0
5303,1999,22
5304,2553,262
5305,1572,15
5306,2273,147
5307,2326,15
5308,2326,15
5309,2326,17
5310,1853,445
5311,1529,438
5312,2273,9
5313,2326,15
5314,1966,4
5315,2319,0
5316,2734,0
5317,2326,15
5318,1908,316
5319,2319,3
5320,2273,3
5321,380,446
5322,1916,24
5323,2326,15
5324,2326,15
5325,2734,0
5326,953,0
5327,2319,3
5328,2326,15
5329,1908,9
5330,2326,15
5331,2319,3
5332,1908,72
5333,2326,15
5334,953,0
5335,2326,15
5336,2273,39
5337,2273,3
5338,2326,15
5339,1908,10
5340,2326,15
5341,2536,0
5342,1585,14
5343,1916,0
5344,2319,9
5345,953,20
5346,2326,15
5347,2319,0
5348,2319,9
5349,1916,27
5350,2273,22
5351,2319,9
5352,2319,0
5353,2326,15
5354,2326,15
5355,2326,10
5356,2319,0
5357,1966,4
5358,1805,447
5359,2273,3
5360,2319,3
5361,2326,15
5362,1913,0
5363,1853,15
5364,2097,25
5365,2326,394
5366,2319,9
5367,2326,15
5368,2326,0
5369,1916,0
5370,2319,106
5371,1585,4
5372,1585,4
5373,1572,15
5374,1908,317
5375,2319,3
5376,380,3
5377,2319,0
5378,2326,0
5379,1913,10
5380,1484,197
5381,1913,20
5382,1916,0
5383,2319,3
5384,953,0
5385,1802,27
5386,2326,27
5387,1999,27
5388,1916,20
5389,2326,15
5390,2326,15
5391,2326,15
5392,2319,3
5393,2326,15
5394,2326,15
5395,1853,15
5396,2319,3
5397,2205,0
5398,2319,0
5399,380,23
5400,1966,4
5401,2326,15
5402,380,448
5403,1908,9
5404,953,109
5405,1585,4
5406,2319,0
